company_id,company_name,legal_form,sector,region,size_category,founded_year,age_years,employees,revenues_mdl,assets_mdl,liabilities_mdl,equity_mdl,bank_borrowings_mdl,trade_payables_mdl,intercompany_loans_in_mdl,ebitda_margin,net_margin,interest_coverage,current_ratio,quick_ratio,working_capital_to_assets,retained_earnings_to_assets,roa,roe,sales_growth,probability_of_distress,distress_flag,network_out_degree,network_in_degree,out_exposure_total_mdl,in_exposure_total_mdl,contagion_index_equity_at_risk,vulnerability_bucket,top5_counterparty_share_out
CO102012,Compania I012 Căușeni SRL,SRL,I-HoReCa,Hîncești,Micro,2022,3,7,599668.87,1000000.0,286263.83,713736.17,165118.81,78414.35,6346.55,0.2295,0.2189,12.61,1.06,0.89,-0.081,0.174,0.131,0.184,-0.376,0.0366,0,9,12,12408202.12,7146840.64,6.035,Sever,0.956
CO102013,Compania A013 Căușeni SRL,SRL,A-Agricultură,Căușeni,Mici,2019,6,21,9199909.34,7771286.54,6789304.72,981981.82,3908420.99,1127105.47,268934.34,0.1898,0.1304,4.96,1.62,0.86,0.12,-0.079,0.154,0.5,0.427,0.006,0,15,13,29213764.29,23653216.66,8.262,Sever,0.946
CO102014,Compania Q014 Criuleni SRL,SRL,Q-Sănătate&Asistență,Cahul,Mijlocii,2009,16,149,49791496.74,40204938.55,30096569.77,10108368.78,15643522.59,4226625.3,2451457.29,0.1373,0.1074,3.63,1.76,1.28,0.127,-0.151,0.133,0.5,0.159,0.0028,0,9,11,10911685.48,27047108.83,0.558,Moderat,0.886
CO102015,Compania N015 Soroca SRL,SRL,N-Servicii administrative,Sîngerei,Micro,2014,11,1,2971477.33,4083590.42,1957027.68,2126562.74,1232506.04,539659.72,149619.45,0.0603,0.0433,1.26,1.14,0.74,0.152,0.025,0.031,0.06,-0.042,0.0672,0,8,11,14870430.85,21978947.28,5.381,Sever,0.985
CO102016,Compania A016 Rezina SRL,SRL,A-Agricultură,Briceni,Micro,2011,14,10,643237.68,1000000.0,593192.12,406807.88,211411.79,129916.51,49590.65,0.115,0.1139,2.55,2.37,1.7,-0.091,-0.04,0.073,0.18,0.111,0.0063,0,10,7,26256420.37,15298274.12,10.0,Sever,0.951
CO102017,Compania N017 Șoldănești SRL,SRL,N-Servicii administrative,Glodeni,Mici,1997,28,28,19359686.3,19166252.38,13911060.16,5255192.23,8662977.33,1410041.05,393662.65,0.0752,0.0428,1.42,1.07,1.07,0.163,0.332,0.043,0.158,0.369,0.0318,0,13,15,6475478.09,130742526.4,0.398,Moderat,0.751
CO102018,Compania A018 Telenești SA,SA,A-Agricultură,Călărași,Mijlocii,1996,29,164,95833836.14,111129732.03,67648150.72,43481581.31,43849777.44,8214635.77,5518674.63,-0.0035,-0.0211,0.0,1.71,1.37,0.174,-0.018,-0.018,-0.047,0.247,0.0047,0,15,14,9569325.3,38521925.86,0.076,Foarte scăzut,0.738
CO102019,Compania H019 Criuleni SRL,SRL,H-Transport&Depozitare,Rîșcani,Mijlocii,2024,1,111,63864954.33,65617062.37,24505489.23,41111573.14,13234979.92,4166237.44,1825406.77,0.0706,0.0469,2.57,0.9,0.51,0.046,0.069,0.046,0.073,0.128,0.0117,0,10,11,12157675.79,30293092.3,0.074,Foarte scăzut,0.899
CO102020,Compania R020 Rezina SRL,SRL,R-Cultură&Recreere,Briceni,Micro,2018,7,13,632818.87,1000000.0,523209.96,476790.04,307427.75,124985.3,48272.4,0.0159,0.0353,0.8,1.07,0.83,0.043,0.339,0.022,0.047,0.065,0.1857,0,11,14,13023200.88,6372416.72,9.254,Sever,0.901
CO102021,Compania N021 Anenii Noi SRL,SRL,N-Servicii administrative,Telenești,Mici,2008,17,44,2701513.26,3398959.59,2501589.84,897369.75,1261813.72,447627.36,150727.07,0.0003,-0.0165,0.0,1.21,0.9,0.29,0.171,-0.013,-0.05,0.176,0.1176,0,11,7,36978526.52,11158804.58,10.0,Sever,0.971
CO102022,Compania J022 Ocnița SRL,SRL,J-Informații&Comunicații,Telenești,Mijlocii,2002,23,135,12646290.6,10483615.45,4985607.94,5498007.51,2786691.4,1375763.59,161419.65,0.1109,0.0352,5.58,1.42,1.04,0.315,0.032,0.043,0.081,-0.017,0.0043,0,13,14,16632954.66,18456766.3,0.759,Ridicat,0.848
CO102023,Compania C023 Sîngerei SA,SA,C-Industrie prelucrătoare,Soroca,Micro,2013,12,6,966089.42,1023200.47,691375.58,331824.88,511050.85,83796.95,51846.47,0.1601,0.0838,1.95,0.58,0.05,-0.007,-0.023,0.079,0.244,0.087,0.3627,1,16,8,47741760.69,4462060.87,10.0,Sever,0.939
CO102024,Compania G024 Glodeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Bălți,Micro,1992,33,9,1393808.06,1771924.94,841492.76,930432.18,525800.06,186126.32,54681.82,0.163,0.1651,3.56,1.97,1.76,0.157,0.092,0.13,0.247,0.261,0.0032,0,13,7,11016997.46,6256324.29,4.628,Sever,0.813
CO102025,Compania M025 Ialoveni SA,SA,M-Servicii profesionale,Nisporeni,Micro,2022,3,3,1495761.22,1867358.7,1014161.35,853197.35,543442.76,298186.5,56044.66,0.1922,0.1998,5.14,2.04,1.66,-0.142,0.291,0.16,0.35,0.125,0.0047,0,9,5,15220864.72,2851978.8,5.888,Sever,0.972
CO102026,Compania N026 Edineț SA,SA,N-Servicii administrative,Cahul,Mici,2021,4,28,6200842.2,6013019.48,5218344.8,794674.67,2922879.53,1112690.48,499206.31,0.0677,0.0391,1.75,1.4,0.94,0.196,0.096,0.04,0.305,-0.589,0.1425,0,12,13,12077982.9,14098403.88,6.008,Sever,0.911
CO102027,Compania L027 Hîncești SRL,SRL,L-Imobiliare,Edineț,Micro,2002,23,7,2453941.68,2405161.85,896412.05,1508749.8,385724.68,242313.76,78919.51,0.0473,-0.0092,3.76,0.71,0.13,-0.129,0.02,-0.009,-0.015,-0.145,0.1497,0,5,7,10981732.93,7467836.39,1.641,Ridicat,1.0
CO102028,Compania Q028 Ialoveni SRL,SRL,Q-Sănătate&Asistență,Criuleni,Mici,2013,12,20,11347167.95,11751811.82,6873355.18,4878456.64,2889784.62,1992787.4,175977.31,0.1621,0.0704,5.31,1.43,0.73,-0.131,0.113,0.068,0.164,0.328,0.0067,0,12,10,88843402.36,12244736.03,5.52,Sever,0.965
CO102029,Compania I029 Leova SA,SA,I-HoReCa,Basarabeasca,Mici,2011,14,49,4534621.78,4029857.99,1711176.36,2318681.64,759974.47,475186.47,164271.33,0.149,0.0712,7.45,1.45,0.95,-0.107,0.031,0.08,0.139,0.221,0.0067,0,9,9,17387039.99,9097929.27,2.468,Sever,0.954
CO102030,Compania G030 UTA Găgăuzia SRL,SRL,G-Comerț cu ridicata&amănuntul,Drochia,Micro,2001,24,9,5003692.68,6147960.51,3624969.4,2522991.11,1672519.06,601297.4,296393.59,0.1762,0.1512,4.76,0.69,0.13,-0.098,0.087,0.123,0.3,-0.103,0.1047,0,8,13,14591743.2,9135517.16,2.651,Sever,0.968
CO102031,Compania G031 Șoldănești SRL,SRL,G-Comerț cu ridicata&amănuntul,Telenești,Mari,2013,12,619,1550341649.56,1023490054.19,607458443.49,416031610.7,303835990.08,74403467.73,13585574.19,0.1472,0.1199,5.36,1.3,0.82,0.179,0.144,0.182,0.447,0.386,0.0003,0,8,9,8378498.32,153290279.68,0.006,Foarte scăzut,0.841
CO102032,Compania G032 Hîncești SRL,SRL,G-Comerț cu ridicata&amănuntul,Sîngerei,Mijlocii,2014,11,123,69136219.7,73675026.56,62435757.89,11239268.66,42247563.86,9041006.14,2726028.04,0.1527,0.088,2.11,1.57,1.17,0.092,0.202,0.083,0.5,0.278,0.0056,0,11,10,17010231.53,16025142.53,1.227,Ridicat,0.898
CO102033,Compania J033 Leova SRL,SRL,J-Informații&Comunicații,Ialoveni,Micro,2016,9,7,517992.74,1000000.0,778601.61,221398.39,460477.99,132793.33,30010.32,0.1187,0.0675,2.66,1.32,0.52,0.144,0.077,0.035,0.158,0.285,0.0541,0,7,9,15008905.34,9042749.37,10.0,Sever,0.987
CO102034,Compania E034 Ocnița SRL,SRL,E-Apă&Deșeuri,Nisporeni,Micro,2005,20,8,1316470.51,1849445.77,1141031.03,708414.74,642737.2,134426.83,56332.87,0.1257,0.1129,1.71,1.39,1.11,0.082,0.294,0.08,0.21,-0.104,0.0715,0,11,9,17383428.92,18075903.38,7.516,Sever,0.941
CO102035,Compania F035 Nisporeni SRL,SRL,F-Construcții,Briceni,Mijlocii,2019,6,116,64468916.11,73595648.32,27075929.11,46519719.21,14856150.58,3837514.24,1900244.54,0.1697,0.1507,6.11,1.65,1.07,-0.144,0.001,0.132,0.209,0.056,0.0011,0,10,8,7398933.47,46801017.83,0.067,Foarte scăzut,0.89
CO102036,Compania N036 Cahul SRL,SRL,N-Servicii administrative,Drochia,Micro,1992,33,7,1122963.6,1460407.16,326170.64,1134236.52,225803.61,82237.66,14751.84,0.1932,0.1746,9.91,1.04,0.37,0.219,0.351,0.134,0.173,0.109,0.0084,0,11,8,19871102.62,8024684.45,8.263,Sever,0.959
CO102037,Compania A037 Edineț SA,SA,A-Agricultură,Soroca,Mari,1996,29,615,387236004.44,282855672.25,206272379.18,76583293.08,153121092.86,45530966.43,17170428.33,0.0467,0.0059,0.8,2.1,2.1,0.431,0.109,0.008,0.03,0.069,0.0007,0,7,13,11940257.24,43381681.45,0.054,Foarte scăzut,0.935
CO102038,Compania C038 Bălți SRL,SRL,C-Industrie prelucrătoare,Ștefan Vodă,Mijlocii,2008,17,98,86679313.58,83309340.67,59815500.95,23493839.71,34498463.6,14662295.48,1824721.11,0.116,0.0876,2.5,0.7,0.17,0.113,0.184,0.091,0.323,0.438,0.0199,0,13,10,74310597.05,20753611.87,2.582,Sever,0.917
CO102039,Compania G039 Briceni SRL,SRL,G-Comerț cu ridicata&amănuntul,Chișinău,Micro,2018,7,15,2679954.03,3445322.31,1443097.55,2002224.76,917564.07,214728.41,58856.62,0.2535,0.25,8.49,1.2,0.74,0.304,0.108,0.194,0.335,0.315,0.0039,0,10,14,11181831.31,26026517.14,1.936,Ridicat,0.953
CO102040,Compania G040 Ocnița SRL,SRL,G-Comerț cu ridicata&amănuntul,Căușeni,Micro,2000,25,4,1552084.21,1844047.98,904283.02,939764.97,430723.82,157802.39,62189.96,0.1156,0.0584,3.26,0.57,0.05,0.21,0.291,0.049,0.096,0.198,0.0997,0,12,5,6715071.7,3562042.94,2.734,Sever,0.785
CO102041,Compania D041 Orhei SRL,SRL,D-Energie/Electricitate,Fălești,Micro,2003,22,11,15800314.37,23544704.3,22367469.08,1177235.21,10894109.08,6538165.13,802301.29,0.1844,0.1818,1.57,0.84,0.17,0.109,0.085,0.122,0.5,0.166,0.0982,0,10,9,8607508.72,10861926.54,4.025,Sever,0.89
CO102042,Compania R042 Briceni SRL,SRL,R-Cultură&Recreere,Anenii Noi,Mici,2009,16,61,5111747.23,6232166.41,3817795.11,2414371.29,2513926.33,1068703.42,89908.05,0.0569,0.0201,0.93,1.41,0.74,-0.126,0.178,0.016,0.043,-0.105,0.0873,0,11,5,17673462.33,12689954.22,2.652,Sever,0.918
CO102043,Compania Q043 Anenii Noi SRL,SRL,Q-Sănătate&Asistență,Ungheni,Mici,2019,6,49,5624648.05,6812633.64,5025802.99,1786830.65,3558891.6,1043654.69,409611.42,0.0229,-0.0126,0.21,1.42,0.92,0.083,0.204,-0.01,-0.04,0.191,0.0685,0,10,9,7361018.0,10318841.32,1.178,Ridicat,0.931
CO102044,Compania A044 Leova SRL,SRL,A-Agricultură,Bălți,Mijlocii,1997,28,109,69427016.72,56365166.47,42358217.5,14006948.96,19424978.21,4873186.91,3649431.5,0.1468,0.0945,6.28,1.42,0.71,0.12,0.152,0.116,0.469,-0.013,0.0042,0,12,10,12334980.03,12868739.38,0.272,Scăzut,0.849
CO102045,Compania F045 Ialoveni SRL,SRL,F-Construcții,Călărași,Mici,2005,20,23,17977977.36,21800200.59,15817781.23,5982419.36,5616180.16,3373177.02,838044.82,0.121,0.0356,3.91,0.99,0.33,-0.027,0.275,0.029,0.107,0.091,0.0335,0,7,14,4175587.11,10988632.67,0.182,Scăzut,0.887
CO102046,Compania G046 Cimișlia SA,SA,G-Comerț cu ridicata&amănuntul,Sîngerei,Micro,2013,12,10,1145869.7,1248345.95,746357.35,501988.6,354864.48,213180.88,17070.21,0.1678,0.1222,3.97,1.49,0.98,0.137,0.041,0.112,0.279,-0.153,0.0289,0,8,8,5203006.38,14062756.86,5.327,Sever,0.933
CO102047,Compania A047 Nisporeni SRL,SRL,A-Agricultură,UTA Găgăuzia,Mijlocii,1994,31,133,45212632.39,39930274.95,14276482.16,25653792.79,9749967.15,2481779.5,786122.91,0.1125,0.1554,3.8,1.23,0.41,0.172,0.312,0.176,0.274,-0.163,0.0056,0,9,10,27538815.21,7989006.57,0.261,Scăzut,0.934
CO102048,Compania H048 Taraclia SRL,SRL,H-Transport&Depozitare,Cahul,Mici,2021,4,38,8970159.74,10650157.93,8358689.25,2291468.67,3682128.22,2363714.65,523583.56,0.0947,-0.003,1.68,1.75,1.2,-0.058,0.462,-0.003,-0.012,0.115,0.0209,0,14,14,19929510.32,26179345.03,6.09,Sever,0.873
CO102049,Compania I049 Ocnița SRL,SRL,I-HoReCa,Cahul,Micro,2016,9,10,1087044.45,1191104.96,127666.58,1063438.38,57611.61,13230.42,9387.03,0.2012,0.1406,27.43,1.42,0.69,0.029,0.217,0.128,0.144,0.44,0.002,0,15,8,10594510.5,4093848.29,4.307,Sever,0.645
CO102050,Compania A050 Dondușeni ÎM,ÎM,A-Agricultură,Soroca,Mijlocii,2013,12,144,20063311.79,22334722.22,9623304.66,12711417.56,5986032.08,1795173.48,343558.51,0.0486,0.0516,2.96,1.09,0.67,0.018,0.36,0.046,0.081,0.092,0.0167,0,11,13,7235854.59,17318844.9,0.166,Scăzut,0.808
CO102051,Compania H051 Ungheni SA,SA,H-Transport&Depozitare,Fălești,Micro,1998,27,4,3642742.85,3745314.97,934929.89,2810385.08,621502.61,180670.16,64369.96,0.029,-0.0494,0.94,1.15,0.32,0.139,0.345,-0.048,-0.064,0.003,0.0442,0,6,8,5263374.84,5376116.33,0.829,Ridicat,0.996
CO102052,Compania F052 UTA Găgăuzia SRL,SRL,F-Construcții,Hîncești,Micro,2020,5,1,2185223.41,2631815.47,1466678.1,1165137.38,551032.48,191366.82,115734.29,0.0811,0.0614,3.44,1.53,1.07,-0.053,-0.015,0.051,0.115,0.149,0.0205,0,11,11,23422310.67,7237877.86,4.182,Sever,0.948
CO102053,Compania C053 Criuleni SRL,SRL,C-Industrie prelucrătoare,Basarabeasca,Mijlocii,2001,24,150,79682485.3,84210903.46,8421090.35,75789813.11,5758444.7,2034951.91,665957.42,0.2391,0.1771,23.59,0.82,0.5,0.024,0.068,0.168,0.186,0.086,0.0016,0,8,13,15462268.61,75900306.3,0.083,Foarte scăzut,0.951
CO102054,Compania I054 Rîșcani SA,SA,I-HoReCa,Soroca,Mici,2014,11,48,8805379.32,7886628.74,6485610.09,1401018.65,4595828.81,950415.42,386106.76,0.0831,0.0327,1.35,1.14,0.41,0.165,0.101,0.036,0.205,0.348,0.0571,0,14,13,39039858.55,10005580.02,7.7,Sever,0.907
CO102055,Compania A055 UTA Găgăuzia II,II,A-Agricultură,Criuleni,Micro,2009,16,7,789340.79,1170164.26,833987.38,336176.88,561585.57,248203.72,76840.93,0.1642,0.1439,4.52,1.5,1.22,-0.109,-0.03,0.097,0.338,0.33,0.0248,0,15,10,37251181.71,20344084.94,9.442,Sever,0.942
CO102056,Compania F056 Ocnița SRL,SRL,F-Construcții,Rîșcani,Mijlocii,2001,24,194,29491256.16,25191370.01,11896622.21,13294747.8,8180905.86,3351915.73,673850.85,0.0836,0.0511,3.15,1.74,1.31,0.027,-0.115,0.06,0.113,0.039,0.0035,0,11,7,28589902.04,7298928.56,1.725,Ridicat,0.915
CO102057,Compania G057 Ștefan Vodă SRL,SRL,G-Comerț cu ridicata&amănuntul,Cantemir,Mici,2003,22,15,38432802.37,38963937.6,26438710.55,12525227.05,9616754.45,3550547.8,1243444.18,0.0845,0.0127,2.92,0.81,0.38,0.166,0.164,0.012,0.039,-0.186,0.0495,0,8,6,11190171.78,2071865.47,0.361,Moderat,0.932
CO102058,Compania M058 Edineț SRL,SRL,M-Servicii profesionale,Sîngerei,Micro,2002,23,6,1527478.96,1980859.18,1014518.21,966340.97,440636.55,271312.82,80671.95,0.203,0.1294,4.4,1.33,0.98,-0.165,0.061,0.1,0.205,0.118,0.0275,0,19,9,40209594.15,12974359.2,10.0,Sever,0.777
CO102059,Compania J059 Sîngerei SRL,SRL,J-Informații&Comunicații,Briceni,Mici,2005,20,6,12802409.14,15906257.29,5121690.31,10784566.98,3208504.94,677657.62,271113.4,0.136,0.145,4.06,1.37,1.09,0.131,0.241,0.117,0.172,-0.041,0.005,0,14,11,15944685.73,4950279.18,0.638,Moderat,0.93
CO102060,Compania H060 Glodeni SRL,SRL,H-Transport&Depozitare,Leova,Mici,2017,8,30,8109758.95,6608446.6,2684536.72,3923909.88,1820551.17,580490.4,219399.53,0.1713,0.1533,4.76,0.95,0.45,0.137,-0.124,0.188,0.317,0.011,0.0196,0,9,12,8560996.29,16422315.56,0.863,Ridicat,0.902
CO102061,Compania G061 Criuleni SRL,SRL,G-Comerț cu ridicata&amănuntul,Hîncești,Micro,2006,19,6,6580631.86,7127384.25,5542916.23,1584468.03,2209965.0,797377.34,124509.46,0.223,0.1502,5.5,1.04,0.91,0.295,0.42,0.139,0.5,0.17,0.0182,0,9,8,22054366.22,6969997.32,5.319,Sever,0.966
CO102062,Compania A062 Glodeni SRL,SRL,A-Agricultură,Leova,Micro,2012,13,1,933455.72,1046442.65,935458.48,110984.16,550135.44,213427.3,59656.58,0.1342,0.0894,1.88,0.83,0.42,0.056,-0.109,0.08,0.5,0.156,0.3204,1,10,12,14225917.75,16883107.11,10.0,Sever,0.922
CO102063,Compania N063 Briceni SA,SA,N-Servicii administrative,Ungheni,Micro,2000,25,5,1590058.26,1600898.61,1287956.85,312941.76,891722.63,269819.55,79387.32,0.0432,0.0123,1.19,1.24,0.8,0.251,0.105,0.012,0.062,0.264,0.0951,0,12,14,10257756.35,8263277.88,10.0,Sever,0.891
CO102064,Compania L064 Telenești SRL,SRL,L-Imobiliare,Briceni,Micro,2023,2,7,2985324.17,4151038.02,2821694.12,1329343.9,1903571.36,433676.94,178746.17,0.0696,-0.0138,0.81,1.53,1.3,0.049,0.152,-0.01,-0.031,0.099,0.0523,0,9,10,140717766.79,7789839.49,6.577,Sever,0.994
CO102065,Compania H065 Ștefan Vodă SRL,SRL,H-Transport&Depozitare,Basarabeasca,Micro,2014,11,11,2248179.29,2268137.7,1302618.97,965518.73,765154.39,343339.72,36129.63,0.1393,0.0701,3.8,1.09,0.56,0.265,0.321,0.07,0.163,0.0,0.0374,0,10,3,13075622.98,4205287.17,3.37,Sever,0.95
CO102066,Compania G066 Chișinău SRL,SRL,G-Comerț cu ridicata&amănuntul,Nisporeni,Mici,1995,30,27,16611227.82,17058751.25,10964201.43,6094549.82,5746969.28,1647916.03,668561.5,0.1732,0.1117,8.05,1.16,0.62,0.0,-0.057,0.109,0.304,0.062,0.0108,0,5,16,2554824.69,22050096.29,0.238,Scăzut,1.0
CO102067,Compania E067 Strășeni SRL,SRL,E-Apă&Deșeuri,Soroca,Mijlocii,1997,28,111,68297064.54,54276175.43,30213573.67,24062601.77,16836554.2,8113434.95,1534237.61,0.0891,0.0664,2.29,1.82,1.57,0.126,0.181,0.084,0.188,0.167,0.002,0,6,7,18140278.7,10516280.77,0.247,Scăzut,0.995
CO102068,Compania I068 Șoldănești SRL,SRL,I-HoReCa,Telenești,Mici,2022,3,22,7421311.71,6082614.78,4783402.16,1299212.63,2987450.21,1183671.65,312811.98,0.2601,0.219,3.96,2.34,2.22,0.15,0.044,0.267,0.5,-0.075,0.0023,0,11,5,18075454.45,7371518.08,5.705,Sever,0.768
CO102069,Compania L069 Florești SA,SA,L-Imobiliare,Căușeni,Micro,2015,10,12,1782226.17,2301236.48,1270490.11,1030746.37,672905.63,133977.92,112639.41,0.1953,0.1417,5.66,1.07,0.51,0.21,0.016,0.11,0.245,0.135,0.0205,0,7,6,4128177.39,2163949.62,1.284,Ridicat,0.957
CO102070,Compania C070 Șoldănești SRL,SRL,C-Industrie prelucrătoare,Leova,Mijlocii,2013,12,108,105428500.2,78066874.67,7806687.47,70260187.2,5064348.35,1325934.98,581815.3,0.1899,0.19,38.28,1.16,0.89,0.06,-0.104,0.257,0.285,-0.159,0.0011,0,10,6,13441044.41,3766865.42,0.112,Scăzut,0.838
CO102071,Compania I071 Dondușeni SA,SA,I-HoReCa,Taraclia,Mici,2000,25,24,1903030.54,2128930.1,2022483.6,106446.51,1376712.12,382848.46,59671.64,0.0157,-0.0615,0.2,0.65,0.05,0.062,0.121,-0.055,-0.5,0.239,0.6153,1,9,8,6399584.47,2234208.9,10.0,Sever,0.928
CO102072,Compania C072 Cimișlia SA,SA,C-Industrie prelucrătoare,Anenii Noi,Mici,2024,1,26,19302706.16,22451978.4,21327059.42,1124918.97,8171542.15,3404648.29,786148.24,0.1011,0.0541,1.55,1.13,0.74,0.248,0.319,0.046,0.5,0.322,0.0371,0,7,11,16932245.31,15503136.72,8.548,Sever,0.976
CO102073,Compania J073 Leova SA,SA,J-Informații&Comunicații,Călărași,Mici,2001,24,51,9833878.6,12730413.61,8307410.54,4423003.07,3192417.4,2037059.29,363532.57,0.071,0.0621,2.67,1.5,1.02,-0.041,0.08,0.048,0.138,0.001,0.0209,0,13,9,25063491.85,7511259.72,1.89,Ridicat,0.882
CO102074,Compania G074 Criuleni SRL,SRL,G-Comerț cu ridicata&amănuntul,Ungheni,Mici,2016,9,53,4596258.25,5320309.04,3757392.89,1562916.16,2541241.32,873843.12,298835.31,0.0521,0.0134,0.72,2.23,1.78,0.248,0.277,0.012,0.039,-0.217,0.0122,0,14,6,14198747.1,1650038.25,2.653,Sever,0.76
CO102075,Compania G075 Soroca SRL,SRL,G-Comerț cu ridicata&amănuntul,Ștefan Vodă,Micro,2018,7,6,4963182.69,5944609.52,1709970.51,4234639.01,1176493.28,204710.46,141380.3,0.1422,0.1271,6.24,1.23,0.85,0.268,0.257,0.106,0.149,0.082,0.0046,0,7,14,4716666.68,19553796.0,0.357,Moderat,0.958
CO102076,Compania A076 Edineț SA,SA,A-Agricultură,Fălești,Mijlocii,2017,8,1,14302969.43,15069053.85,3119818.97,11949234.88,1967176.46,817218.15,107543.9,0.0368,0.0206,3.12,1.1,0.87,-0.028,0.168,0.02,0.025,0.003,0.0137,0,5,8,1006567.49,8691281.75,0.041,Foarte scăzut,1.0
CO102077,Compania G077 Căușeni SRL,SRL,G-Comerț cu ridicata&amănuntul,Rezina,Micro,2009,16,8,1309079.52,1271278.28,847479.77,423798.51,597707.77,161263.13,39123.26,0.166,0.076,3.4,1.59,1.17,0.062,0.239,0.078,0.235,0.105,0.0239,0,12,11,7908256.56,13850746.73,5.043,Sever,0.835
CO102078,Compania H078 Basarabeasca SRL,SRL,H-Transport&Depozitare,Strășeni,Mici,2003,22,42,4113983.49,4839109.48,2232787.62,2606321.85,1572952.51,474131.38,47201.93,0.0083,-0.0592,0.18,1.78,1.23,0.179,0.012,-0.05,-0.094,0.106,0.0178,0,9,11,16836369.01,17698557.16,1.9,Ridicat,0.958
CO102079,Compania C079 Leova SRL,SRL,C-Industrie prelucrătoare,Ialoveni,Micro,2006,19,5,4757036.68,6389886.64,1687601.31,4702285.34,1020236.32,276340.26,34412.76,0.026,-0.0503,1.85,1.13,0.8,0.281,0.316,-0.037,-0.051,0.096,0.0177,0,11,10,18416651.64,13859160.83,1.236,Ridicat,0.948
CO102080,Compania C080 Chișinău ÎM,ÎM,C-Industrie prelucrătoare,Șoldănești,Mici,1994,31,22,19452562.63,20263661.62,15354376.52,4909285.1,10991461.78,2416582.15,1110325.22,0.2319,0.1777,4.92,0.82,0.4,0.24,0.125,0.171,0.5,0.072,0.0237,0,8,12,6834985.46,17173545.48,0.433,Moderat,0.91
CO102081,Compania J081 Basarabeasca SRL,SRL,J-Informații&Comunicații,Dondușeni,Mijlocii,2005,20,147,37628724.84,41719697.98,24139385.54,17580312.44,15312419.3,5117126.21,1220863.53,0.1456,0.1094,3.32,0.77,0.51,0.173,0.332,0.099,0.234,-0.034,0.0252,0,14,8,15694951.02,13478298.75,0.387,Moderat,0.679
CO102082,Compania G082 Briceni SA,SA,G-Comerț cu ridicata&amănuntul,Cimișlia,Micro,2013,12,12,1157350.51,1201422.17,713500.17,487922.0,303214.68,173284.06,37532.83,0.0123,-0.0254,0.42,2.62,2.24,-0.127,-0.034,-0.024,-0.06,-0.037,0.0124,0,12,12,11968535.32,14402738.17,6.513,Sever,0.853
CO102083,Compania G083 Edineț SRL,SRL,G-Comerț cu ridicata&amănuntul,Cahul,Micro,1992,33,5,1596845.83,1792711.94,699812.98,1092898.95,320523.43,78065.64,59693.68,0.1196,0.1194,4.71,1.4,0.61,-0.12,0.217,0.106,0.174,0.204,0.0153,0,10,13,30552867.37,16410222.45,10.0,Sever,0.964
CO102084,Compania G084 Soroca SRL,SRL,G-Comerț cu ridicata&amănuntul,Ștefan Vodă,Mici,1992,33,41,4600055.28,5922825.96,3381057.19,2541768.77,2529972.4,798215.68,303574.94,0.1134,0.0708,1.94,1.58,1.45,0.171,-0.036,0.055,0.128,0.076,0.0146,0,9,12,4805752.38,36289811.91,0.722,Ridicat,0.833
CO102085,Compania A085 Glodeni SA,SA,A-Agricultură,Florești,Mici,2022,3,30,6980129.52,8215865.02,4889593.97,3326271.05,1794482.58,657548.33,475552.19,0.0575,0.0172,2.18,1.85,1.49,0.115,-0.024,0.015,0.036,-0.043,0.0096,0,11,5,5429248.73,3142074.24,0.636,Moderat,0.81
CO102086,Compania E086 Sîngerei SRL,SRL,E-Apă&Deșeuri,Rîșcani,Mari,2023,2,196,659467094.1,469441227.69,161978265.64,307462962.04,95311902.17,35927371.67,15251196.52,-0.0235,-0.0484,0.0,1.21,0.53,0.03,0.042,-0.068,-0.104,0.093,0.0057,0,18,16,28217829.43,13762771.86,0.066,Foarte scăzut,0.804
CO102087,Compania F087 Dubăsari SRL,SRL,F-Construcții,Telenești,Micro,2013,12,5,1044415.33,1031904.69,540384.34,491520.35,284527.27,122197.05,33971.55,0.2265,0.1664,6.18,1.29,0.76,0.378,0.105,0.168,0.353,-0.245,0.0185,0,11,13,7450557.5,8899506.9,3.729,Sever,0.797
CO102088,Compania J088 Căușeni SRL,SRL,J-Informații&Comunicații,Strășeni,Mici,2002,23,51,7113399.66,7276855.79,3434213.48,3842642.31,1384962.27,926981.3,141400.3,0.1597,0.1023,19.24,1.65,1.31,-0.085,0.312,0.1,0.189,0.476,0.0017,0,13,9,5798079.4,8165130.66,0.452,Moderat,0.637
CO102089,Compania Q089 Dubăsari SRL,SRL,Q-Sănătate&Asistență,Briceni,Micro,1994,31,9,1486945.85,2059584.15,1523685.2,535898.95,626927.5,169559.38,103712.64,0.056,-0.0236,1.09,2.07,1.77,0.286,0.349,-0.017,-0.066,-0.205,0.0231,0,11,6,9066775.92,5560484.28,6.522,Sever,0.828
CO102090,Compania C090 Șoldănești SRL,SRL,C-Industrie prelucrătoare,Cantemir,Micro,2021,4,6,1816846.89,2362881.96,1009622.69,1353259.27,424464.74,283017.58,49947.48,0.0919,0.0336,5.9,1.55,1.21,0.058,-0.096,0.026,0.045,-0.02,0.0095,0,9,12,4016371.84,5070297.21,1.192,Ridicat,0.816
